FileName;Image width [pix];Image height [pix];Block size N;Relative share hemorrhage;Relative share scar;Relative share necrosis;Relative share squeezed tissue;Relative share preexisting brain parenchyme;Relative share tumor;Relative share background;Area total [mm²];Area hemorrhage [mm²];Area scar [mm²];Area necrosis [mm²];Area squeezed tissue [mm²];Area preexisting brain parenchyme [mm²];Area tumor [mm²];Area background [mm²];Mean Nuclei # Necrosis;Mean Nuclei # Tumor;Mean Nuclei # Whole;Mean Nuclei # Scars;Mean Nuclei # Preexisting;Mean AVG Area Necrosis;Mean AVG Area Tumor;Mean AVG Area Whole;Mean AVG Area Scars;Mean AVG Area Preexisting;Mean STD Area Necrosis;Mean STD Area Tumor;Mean STD Area Whole;Mean STD Area Scars;Mean STD Area Preexisting;Mean COV Area Necrosis;Mean COV Area Tumor;Mean COV Area Whole;Mean COV Area Scars;Mean COV Area Preexisting;Mean AVG Eccentricity Necrosis;Mean AVG Eccentricity Tumor;Mean AVG Eccentricity Whole;Mean AVG Eccentricity Scars;Mean AVG Eccentricity Preexisting;Mean STD Eccentricity Necrosis;Mean STD Eccentricity Tumor;Mean STD Eccentricity Whole;Mean STD Eccentricity Scars;Mean STD Eccentricity Preexisting;Mean COV Eccentricity Necrosis;Mean COV Eccentricity Tumor;Mean COV Eccentricity Whole;Mean COV Eccentricity Scars;Mean COV Eccentricity Preexisting;Median Nuclei # Necrosis;Median Nuclei # Tumor;Median Nuclei # Whole;Median Nuclei # Scars;Median Nuclei # Preexisting;Median AVG Area Necrosis;Median AVG Area Tumor;Median AVG Area Whole;Median AVG Area Scars;Median AVG Area Preexisting;Median STD Area Necrosis;Median STD Area Tumor;Median STD Area Whole;Median STD Area Scars;Median STD Area Preexisting;Median COV Area Necrosis;Median COV Area Tumor;Median COV Area Whole;Median COV Area Scars;Median COV Area Preexisting;Median AVG Eccentricity Necrosis;Median AVG Eccentricity Tumor;Median AVG Eccentricity Whole;Median AVG Eccentricity Scars;Median AVG Eccentricity Preexisting;Median STD Eccentricity Necrosis;Median STD Eccentricity Tumor;Median STD Eccentricity Whole;Median STD Eccentricity Scars;Median STD Eccentricity Preexisting;Median COV Eccentricity Necrosis;Median COV Eccentricity Tumor;Median COV Eccentricity Whole;Median COV Eccentricity Scars;Median COV Eccentricity Preexisting;Mode Nuclei # Necrosis;Mode Nuclei # Tumor;Mode Nuclei # Whole;Mode Nuclei # Scars;Mode Nuclei # Preexisting;Mode AVG Area Necrosis;Mode AVG Area Tumor;Mode AVG Area Whole;Mode AVG Area Scars;Mode AVG Area Preexisting;Mode STD Area Necrosis;Mode STD Area Tumor;Mode STD Area Whole;Mode STD Area Scars;Mode STD Area Preexisting
N200-15 HE - 2016-07-19 15.08.29;7168;8320;160;0;0;0;0;0.011384063;0.130903039;0.857712899;49.60334905;0;0;0;0;0.564687636;6.493229116;42.5454323;-1;5575.683285;5131.208554;-1;1605.601265;-1;44.94721672;42.89251613;-1;25.5832134;-1;31.03518995;29.31063828;-1;15.14466782;-1;0.688644376;0.675716196;-1;0.572830222;-1;0.717129085;0.709442038;-1;0.644912419;-1;0.152575768;0.154719308;-1;0.166655805;-1;0.213466191;0.219365048;-1;0.25960944;-1;5776.642212;5612.266214;-1;1620.277694;-1;44.98258034;43.710944;-1;24.32470829;-1;31.35804079;30.17183505;-1;13.77991596;-1;0.685604504;0.679102046;-1;0.558206084;-1;0.721734972;0.716618143;-1;0.654525833;-1;0.151624053;0.1530785;-1;0.166300468;-1;0.210496224;0.215022932;-1;0.248985081;-1;6200;6200;-1;1600;-1;49;49;-1;23;-1;33;33;-1;12
N203-13A HE - 2016-01-08 15.14.41;25600;21440;160;0.020123745;0.009897133;0.058958525;0;0.127165509;0.397175654;0.38777167;456.5143388;9.186777997;4.518183122;26.91541217;0;58.05287832;181.3163809;177.0233276;1467.918329;2470.916379;2055.942599;2822.166711;1126.58725;27.75602879;32.20392727;32.41533993;31.57777685;35.38388281;14.38580426;16.87886836;17.18593012;21.92166457;18.96936422;0.510640246;0.521352475;0.525773231;0.68211871;0.529925596;0.626700974;0.645120488;0.644692562;0.737957438;0.644105632;0.15824728;0.166367304;0.165346579;0.146417795;0.166429487;0.256002858;0.259993661;0.259018324;0.199164304;0.261604164;1268.043412;2489.122254;1878.582833;2770.909679;1080.185129;28.2256351;32.13599015;32.29700193;30.74864852;34.933248;14.26131811;16.40473466;16.56452036;20.45117534;18.13602486;0.501365556;0.50974633;0.512928879;0.654666463;0.520156135;0.630460857;0.642639031;0.642533796;0.73919129;0.645317713;0.160547586;0.166193008;0.165347023;0.144536148;0.166046114;0.253586692;0.25926947;0.258054136;0.196962916;0.260099732;2500;3100;1500;2300;1100;28;31;33;29;33;15;17;17;17;16
N204-11 HE - 2016-01-08 20.12.38;15360;14976;160;0.018716531;0;0.006857508;0;0;0.373160203;0.601265758;191.3272035;3.580981468;0;1.312027919;0;0;71.3956981;115.038496;2784.99905;4082.670646;4068.861682;-1;-1;30.58246918;31.71783738;31.71027513;-1;-1;19.37785377;19.91322746;19.91394775;-1;-1;0.631340768;0.624426597;0.624612339;-1;-1;0.682067603;0.702681082;0.702288074;-1;-1;0.16154763;0.157010814;0.157109433;-1;-1;0.23824758;0.224414317;0.224680595;-1;-1;2817.87425;4132.882233;4132.882233;-1;-1;30.56208672;31.72156325;31.72744545;-1;-1;18.90967474;19.62966797;19.62281448;-1;-1;0.625672036;0.619665347;0.61975901;-1;-1;0.675936023;0.705501411;0.704817995;-1;-1;0.162699136;0.156123585;0.156251189;-1;-1;0.235080225;0.221561354;0.221982363;-1;-1;1300;4600;4600;-1;-1;31;32;32;-1;-1;17;20;20;-1;-1
N225-06 HE - 2016-01-08 18.17.31;27648;26688;160;0.076325542;0.00949091;0.005010096;0;0.001839482;0.299054807;0.608279163;613.7187989;46.84241976;5.82474981;3.074790387;0;1.128924468;183.5355571;373.3123574;548.17663;4074.735931;3924.212938;2089.547685;1467.083736;22.44121138;32.17892657;31.72379725;25.73383906;24.15895999;9.714227744;20.03221363;19.64533037;15.97840836;10.54478105;0.424380919;0.614250718;0.609998144;0.615397799;0.436170542;0.670232013;0.726204328;0.724914054;0.72408339;0.664467811;0.119355579;0.146934908;0.146440609;0.145072734;0.140937934;0.182550356;0.203408866;0.203121608;0.201628788;0.213586452;328.7519958;4085.917662;3991.988521;1784.653692;1385.454839;21.88278857;31.3439405;30.87534545;25.68257143;23.9812051;10.21081976;19.19874457;18.8893717;16.08957772;10.41363312;0.47476045;0.609119188;0.607462864;0.615464282;0.424329089;0.677104296;0.727789243;0.727118775;0.729197679;0.665956921;0.130513748;0.146537787;0.146375358;0.142883405;0.139114218;0.189554639;0.201416742;0.201354314;0.197988071;0.205625848;47;3900;3900;1500;1400;21;30;30;23;23;0;17;17;17;11
N225-09 HE - 2016-01-08 19.12.51;26624;26368;160;0.138809516;0.077858116;0.05075661;0;0;0.175282878;0.557374181;583.9022803;81.05119295;45.46153176;29.63690016;0;0;102.3480721;325.4520551;340.5330744;3804.854213;2331.096727;890.0608929;-1;20.70350877;28.56700969;25.39578653;21.79449091;-1;9.229244623;17.71810477;15.05794646;12.73462165;-1;0.4127241;0.615296703;0.572981338;0.561317072;-1;0.680059602;0.716696395;0.709729144;0.711639692;-1;0.116946431;0.147783926;0.140914587;0.13684969;-1;0.177899403;0.207164611;0.200418079;0.194728126;-1;93.92914166;4085.917662;1784.653692;751.4331333;-1;19.57044706;28.02258489;25.16774686;20.9634144;-1;8.702472218;17.38281446;15.25258527;11.65410211;-1;0.450018178;0.613090368;0.593466031;0.554749758;-1;0.685737183;0.719982985;0.716460374;0.716391794;-1;0.125713177;0.147155015;0.144164526;0.135393619;-1;0.184109197;0.205168046;0.201009139;0.189671346;-1;0;5400;0;1100;-1;17;26;26;19;-1;0;17;17;12;-1
N225-09_rk Kinfix - 2016-07-19 12.07.21;5120;7872;160;0;0.036870866;0;0;0;0.279047747;0.684081386;33.52314249;0;1.236027311;0;0;0;9.354557397;22.93255778;-1;5147.194977;4811.91605;1795.612091;-1;-1;37.78249216;36.24670248;23.93597766;-1;-1;23.77747024;23.00313704;16.59116395;-1;-1;0.629671983;0.636434344;0.686493165;-1;-1;0.732230355;0.733865552;0.742595252;-1;-1;0.149236069;0.148394415;0.142051897;-1;-1;0.204279486;0.202717144;0.192035719;-1;-1;5213.067362;5072.17365;1831.618262;-1;-1;38.03130363;37.30735223;24.11697538;-1;-1;23.75094378;23.46817666;15.27833635;-1;-1;0.625600772;0.628252088;0.644744734;-1;-1;0.73228865;0.734067828;0.744590458;-1;-1;0.149207634;0.148769887;0.14190529;-1;-1;0.202833086;0.202038272;0.192692772;-1;-1;5400;5400;1300;-1;-1;38;38;18;-1;-1;24;24;14;-1
N234-09C HE - 2016-04-14 12.32.02;24576;21248;160;0.012927084;0;0;0;0.020237683;0.654455068;0.312380165;434.3291047;5.614608856;0;0;0;8.789814865;284.2488838;135.6757972;-1;2605.780865;2570.579745;-1;1510.032523;-1;32.13375406;32.12307053;-1;31.80287718;-1;17.57626204;17.568775;-1;17.19758201;-1;0.544195011;0.544183908;-1;0.538902742;-1;0.648378677;0.648596216;-1;0.653428731;-1;0.164660296;0.164714218;-1;0.166100172;-1;0.255524984;0.255538516;-1;0.256399971;-1;2489.122254;2442.157683;-1;1502.866267;-1;32.073216;32.06287667;-1;31.56846545;-1;17.03090416;17.02903527;-1;16.79059567;-1;0.535051885;0.535086537;-1;0.533731058;-1;0.648909997;0.649118054;-1;0.655085887;-1;0.163944914;0.163999229;-1;0.165435345;-1;0.253236278;0.253207544;-1;0.252524743;-1;2300;2300;-1;1500;-1;31;31;-1;30;-1;15;15;-1;18
N259-08 HE - 2016-01-08 16.29.55;9216;9600;160;0;0.056068522;0.040707714;0;0;0.128462513;0.774761251;73.58738596;0;4.125935978;2.995574257;0;0;9.453220534;57.01265519;741.9499026;2210.088452;1726.61735;1476.845356;-1;21.27409131;27.18391513;25.76923514;25.85670338;-1;9.210834404;15.47591164;14.02208505;14.32746454;-1;0.42335637;0.512640995;0.509798962;0.547139633;-1;0.673097796;0.684074026;0.692702257;0.712808236;-1;0.14215783;0.156111863;0.150444957;0.14844306;-1;0.216470303;0.230143199;0.219634174;0.20995711;-1;634.0217062;2160.370258;1737.689121;1408.937125;-1;21.209472;25.96285009;25.30904354;25.57248;-1;8.854591045;12.43318255;12.30557846;13.63935253;-1;0.426982013;0.486239459;0.496364361;0.544274117;-1;0.68064602;0.684475122;0.696557685;0.712763958;-1;0.139219476;0.155476299;0.149775254;0.145695243;-1;0.209806769;0.224011056;0.212800608;0.204080599;-1;330;1900;1900;1400;-1;23;26;23;23;-1;12;12;12;12;-1
N269-16 HE - 2016-07-19 14.46.47;18432;18624;160;0.001692321;0;0.078730344;0;0.034501453;0.055035568;0.830040313;285.5190575;0.483190032;0;22.4790136;0;9.850822445;15.71370356;236.9923279;1331.253891;4163.618209;1930.692824;-1;1183.353203;34.39013807;33.66456242;34.69882816;-1;38.12918091;22.2194218;21.72774043;22.63047182;-1;25.25091259;0.638975455;0.63378941;0.645026964;-1;0.660923138;0.680975218;0.692609896;0.684566699;-1;0.685003457;0.15649992;0.154143104;0.155107808;-1;0.153064458;0.232088176;0.224523861;0.228739151;-1;0.225721201;1221.078842;4391.187373;1315.007983;-1;1080.185129;34.101504;31.89483183;34.05522556;-1;37.26267482;21.44231643;20.49630347;21.78858279;-1;23.83619553;0.625566163;0.634626408;0.638826327;-1;0.652787675;0.684112133;0.702072402;0.687612986;-1;0.688608773;0.154718719;0.150950651;0.152635596;-1;0.15113429;0.226440984;0.217263813;0.221621768;-1;0.218376519;1200;5400;1200;-1;1100;33;23;34;-1;34;19;14;20;-1;20
N282-08 HE - 2016-07-19 15.43.45;23552;26432;160;0.003446307;0;0;0;0;0.460662715;0.535890979;517.7826513;1.784437717;0;0;0;0;238.5231619;277.4750517;-1;4394.260325;4394.260325;-1;-1;-1;30.01837846;30.01837846;-1;-1;-1;17.39602457;17.39602457;-1;-1;-1;0.569480024;0.569480024;-1;-1;-1;0.672988447;0.672988447;-1;-1;-1;0.156906826;0.156906826;-1;-1;-1;0.234309348;0.234309348;-1;-1;-1;4414.669658;4414.669658;-1;-1;-1;28.77384649;28.77384649;-1;-1;-1;16.0972412;16.0972412;-1;-1;-1;0.552980217;0.552980217;-1;-1;-1;0.674478679;0.674478679;-1;-1;-1;0.156789967;0.156789967;-1;-1;-1;0.232270575;0.232270575;-1;-1;-1;4600;4600;-1;-1;-1;27;27;-1;-1;-1;15;15;-1;-1
N289-04A HE - 2016-07-19 16.59.54;25600;24064;160;0.012548533;0;0;0;0;0.487211846;0.500239621;512.386243;6.429695519;0;0;0;0;249.6406472;256.3159002;-1;4518.883685;4518.883685;-1;-1;-1;25.94302605;25.94302605;-1;-1;-1;16.36699221;16.36699221;-1;-1;-1;0.618033433;0.618033433;-1;-1;-1;0.66178372;0.66178372;-1;-1;-1;0.162637452;0.162637452;-1;-1;-1;0.246819173;0.246819173;-1;-1;-1;4743.421654;4743.421654;-1;-1;-1;25.38482688;25.38482688;-1;-1;-1;14.84465522;14.84465522;-1;-1;-1;0.58499083;0.58499083;-1;-1;-1;0.663431414;0.663431414;-1;-1;-1;0.162524219;0.162524219;-1;-1;-1;0.245419536;0.245419536;-1;-1;-1;5400;5400;-1;-1;-1;25;25;-1;-1;-1;14;14;-1;-1
N294-10 C HE - 2016-09-16 18.04.12;24576;23936;160;0.005765782;0.013968546;0.000583144;0;0;0.47500177;0.504680758;489.2743529;2.821049414;6.834451261;0.285317303;0;0;232.4061838;246.9273511;4007.643377;4785.676991;4694.069353;1408.937125;-1;24.11176791;38.45306518;38.00205129;22.89148759;-1;15.85359456;25.88365942;25.65347191;17.38962778;-1;0.655723322;0.67214071;0.674683534;0.741738046;-1;0.682357781;0.688999656;0.690400181;0.734162497;-1;0.153204882;0.156970367;0.156144349;0.128196752;-1;0.225357314;0.228855281;0.227307634;0.17619505;-1;4156.364518;5025.209079;4978.244508;986.2559874;-1;23.14300675;38.43175716;38.24201063;21.9580416;-1;15.70481481;25.64298384;25.48216031;16.289806;-1;0.674550367;0.664464301;0.666046612;0.7547734;-1;0.686208391;0.691120049;0.691855379;0.738602466;-1;0.152257163;0.156011428;0.155590115;0.130017544;-1;0.218157716;0.226019679;0.225155247;0.174980238;-1;1700;5400;5400;330;-1;20;39;39;22;-1;16;25;25;13;-1
N294-10C HE - 2016-04-14 11.36.27;24576;24064;160;0.005680761;0.018023366;0.000381529;0;0.027854689;0.446230454;0.501829201;491.8907933;2.794313834;8.86552769;0.187670557;0;13.7014653;219.4966519;246.845164;1350.231411;4398.631064;4109.844829;991.6233669;1840.066915;23.46421836;37.17592682;36.62390334;24.63553008;35.73706419;13.95133878;24.12969469;23.53440936;13.87116087;20.37194227;0.580186087;0.636368704;0.629154705;0.537808671;0.567703302;0.657274669;0.679822156;0.679966726;0.719752365;0.657564756;0.149143753;0.160541785;0.160038761;0.127295711;0.170059341;0.227931819;0.237778333;0.237203658;0.179710622;0.260935498;1361.972554;4414.669658;4226.811375;516.6102791;1784.653692;22.54170265;35.82511807;35.5704852;24.95232;35.64111523;11.39030366;21.70434668;21.35841323;13.8459028;19.86751467;0.529455351;0.619349457;0.614518342;0.57157807;0.557591746;0.650531162;0.678566385;0.678692636;0.725904307;0.6597979;0.154968656;0.160512242;0.160414877;0.136471743;0.169869065;0.231320514;0.23651383;0.236413674;0.187755854;0.259702011;700;4600;4600;0;1500;20;34;34;26;36;11;19;19;15;20
N359-14 B HE - 2016-09-16 18.17.17;37888;26432;160;0.001026746;0;0;0.006350493;0.169095259;0.338338783;0.485188719;832.9546999;0.855233282;0;0;5.289673091;140.8486909;281.8208792;404.1402234;-1;3807.510383;2924.307322;-1;1336.864914;-1;37.38168107;39.9636157;-1;45.06369373;-1;26.40865397;29.21929925;-1;34.58479513;-1;0.697145993;0.723544827;-1;0.770210094;-1;0.70263628;0.703773866;-1;0.704907979;-1;0.146132209;0.148094655;-1;0.151942853;-1;0.209398816;0.212274338;-1;0.218189838;-1;3804.130237;2348.228541;-1;1080.185129;-1;33.62415527;36.97358189;-1;43.93449334;-1;23.47747915;26.85312951;-1;32.87695749;-1;0.691379613;0.708032795;-1;0.758776176;-1;0.707364299;0.708339508;-1;0.709896541;-1;0.144324762;0.145292148;-1;0.148312951;-1;0.204269099;0.205444597;-1;0.21025947;-1;5400;1100;-1;1100;-1;29;31;-1;40;-1;20;20;-1;31
N359-14B HE - 2015-10-20 16.17.20;41984;25408;160;0;0;0;0.068112801;0.218901227;0.261403685;0.451582287;887.245838;0;0;0;60.43279899;194.2192023;231.9293316;400.664505;-1;2515.016052;1744.668705;-1;906.208816;-1;40.98467138;42.0161673;-1;43.17657099;-1;23.37135953;24.42271974;-1;25.59367405;-1;0.554963298;0.565588393;-1;0.576840609;-1;0.675520116;0.677433885;-1;0.678889425;-1;0.154710163;0.154060985;-1;0.153539702;-1;0.231576588;0.230498632;-1;0.229808348;-1;2207.334829;1315.007983;-1;845.3622749;-1;38.97854836;40.37157415;-1;42.159024;-1;21.31781563;22.92330615;-1;24.41370449;-1;0.547553546;0.557623902;-1;0.56836117;-1;0.678738894;0.679168665;-1;0.678658537;-1;0.15447457;0.153520112;-1;0.151998076;-1;0.228006118;0.226512641;-1;0.225017148;-1;1500;1500;-1;1100;-1;36;36;-1;33;-1;18;15;-1;24
N370-08 HE - 2016-01-08 19.02.52;12288;16704;160;0;0;0.027754675;0;0;0.427005695;0.54523963;170.7227354;0;0;4.738354076;0;0;72.89958025;93.0848011;798.7007013;1313.241482;1278.29124;-1;-1;25.34875939;31.38084151;31.02311314;-1;-1;12.253584;16.34283465;16.09061754;-1;-1;0.476613965;0.518064084;0.515488329;-1;-1;0.605738881;0.622906582;0.621520761;-1;-1;0.152890866;0.156584449;0.15642179;-1;-1;0.255687915;0.254030579;0.254398927;-1;-1;798.3977041;1268.043412;1221.078842;-1;-1;24.71467886;31.36615543;31.13098971;-1;-1;11.98394152;15.46980469;15.2666325;-1;-1;0.469896557;0.502423341;0.500455204;-1;-1;0.610658235;0.623406069;0.622428513;-1;-1;0.151368531;0.155552926;0.155493038;-1;-1;0.246383048;0.247341517;0.24776292;-1;-1;990;1500;1500;-1;-1;24;33;33;-1;-1;12;14;14;-1;-1
N380-09B HE - 2016-01-08 20.30.17;25600;25024;160;0;0;0.006151115;0;0.403457746;0.219629626;0.370761513;532.8271835;0;0;3.27748141;0;214.9732546;117.024635;197.5518126;1252.044493;4017.078074;2542.021752;-1;1874.707421;26.38475897;43.87039356;36.24858987;-1;32.84998909;15.30436391;30.40347601;22.14196363;-1;18.34487987;0.537129321;0.687526106;0.591740101;-1;0.546180759;0.674718155;0.726544797;0.674955734;-1;0.649791128;0.126506648;0.148105445;0.155640274;-1;0.159697946;0.187133308;0.204554077;0.233447259;-1;0.248137265;563.57485;4179.846804;2160.370258;-1;1737.689121;24.120576;43.91395052;35.54935467;-1;31.42831304;12.27970122;30.20874763;20.83475471;-1;16.76393455;0.58450172;0.682305344;0.592133757;-1;0.532278574;0.68690336;0.728733197;0.674870958;-1;0.647869431;0.139435115;0.14747976;0.153577275;-1;0.158638822;0.201665823;0.202819558;0.226199088;-1;0.245538589;94;4600;1500;-1;1500;24;45;29;-1;29;13;28;16;-1;14
N386-06 HE - 2016-01-08 14.56.25;26624;20928;160;0.006334592;0;0.098474401;0;0;0.224358204;0.670832802;463.437004;2.93568453;0;45.63668124;0;0;103.9758941;310.8887442;790.840187;4032.163033;2995.000012;-1;-1;26.54286627;39.89329943;36.77870594;-1;-1;14.3227185;25.4058046;23.06812361;-1;-1;0.493387746;0.627039791;0.60406075;-1;-1;0.660077189;0.703657458;0.692862971;-1;-1;0.124805904;0.152415138;0.146658005;-1;-1;0.190819247;0.217594883;0.212617458;-1;-1;140.8937125;4179.846804;3475.378241;-1;-1;26.28004987;40.5554366;37.913664;-1;-1;14.4053711;24.85394575;23.3511893;-1;-1;0.564635917;0.622474352;0.620197427;-1;-1;0.670324948;0.706224254;0.700088768;-1;-1;0.142977665;0.153107068;0.151884374;-1;-1;0.209313027;0.216773944;0.216306246;-1;-1;0;4600;0;-1;-1;29;41;40;-1;-1;0;24;24;-1;-1
N392-09 HE - 2016-01-08 19.28.09;24576;25408;160;0.006818326;0;0.096998186;0;0.054824;0.413327706;0.428031782;519.3634173;3.541189172;0;50.3773093;0;28.47357975;214.6672901;222.3040491;5394.228805;2620.740477;3000.209424;-1;1253.017832;32.96441733;32.32085839;32.64781714;-1;34.45605549;22.89091907;17.47532162;18.81754744;-1;20.64816442;0.685673664;0.53438089;0.56933544;-1;0.595811971;0.710828622;0.658378274;0.669547302;-1;0.670003409;0.148562551;0.158979073;0.157109464;-1;0.159957487;0.209738337;0.24407848;0.23721268;-1;0.240788216;5682.71307;2348.228541;2465.639969;-1;1221.078842;31.9462041;31.63597714;31.94698641;-1;34.14111086;21.96984351;16.47512102;17.73375117;-1;20.04462593;0.682077602;0.526175773;0.560594998;-1;0.592569975;0.714747684;0.658951986;0.674326002;-1;0.670201893;0.147757245;0.157902199;0.155357531;-1;0.159604385;0.207299226;0.238662463;0.229904572;-1;0.238641656;6200;2300;1500;-1;1300;32;30;30;-1;32;19;15;16;-1;18
N417-14 HE - 2016-01-08 21.00.35;12288;11456;160;0.009506915;0;0;0;0;0.296324881;0.694168204;117.0857074;1.113123827;0;0;0;0;34.69540831;81.2771753;-1;6507.704278;6507.704278;-1;-1;-1;34.21616119;34.21616119;-1;-1;-1;22.72159049;22.72159049;-1;-1;-1;0.662318831;0.662318831;-1;-1;-1;0.720894222;0.720894222;-1;-1;-1;0.151283195;0.151283195;-1;-1;-1;0.210365611;0.210365611;-1;-1;-1;6622.004487;6622.004487;-1;-1;-1;34.43962602;34.43962602;-1;-1;-1;22.67405794;22.67405794;-1;-1;-1;0.662278969;0.662278969;-1;-1;-1;0.722652789;0.722652789;-1;-1;-1;0.150702094;0.150702094;-1;-1;-1;0.209097125;0.209097125;-1;-1;-1;7000;7000;-1;-1;-1;34;34;-1;-1;-1;22;22;-1;-1
N417-14_rk Kinfix1+2 - 2016-09-16 19.24.04;34816;8768;160;0;0;0;0;0;0.063021013;0.936978987;253.9037361;0;0;0;0;0;16.00127073;237.9024654;-1;4469.628198;4469.628198;-1;-1;-1;36.43444456;36.43444456;-1;-1;-1;21.82869664;21.82869664;-1;-1;-1;0.598474297;0.598474297;-1;-1;-1;0.720575185;0.720575185;-1;-1;-1;0.149208844;0.149208844;-1;-1;-1;0.207557027;0.207557027;-1;-1;-1;4461.634229;4461.634229;-1;-1;-1;36.1421648;36.1421648;-1;-1;-1;21.63403113;21.63403113;-1;-1;-1;0.594575802;0.594575802;-1;-1;-1;0.720561724;0.720561724;-1;-1;-1;0.148154409;0.148154409;-1;-1;-1;0.205262375;0.205262375;-1;-1;-1;4600;4600;-1;-1;-1;35;35;-1;-1;-1;23;23;-1;-1
N441-06 HE - 2016-01-08 17.18.45;22528;23616;160;0.007832713;0.001215222;0.321274721;0;0;0.318462247;0.351215097;442.5054809;3.466018644;0.537742458;142.1658249;0;0;140.9212897;155.4146052;1729.285581;4580.778841;3081.634133;2747.427394;-1;21.05757621;36.09214948;28.39932791;25.75129392;-1;12.14419379;22.92573256;17.46279847;15.52430372;-1;0.548035905;0.630632059;0.590149393;0.603699768;-1;0.677728198;0.710567505;0.69378501;0.70962283;-1;0.136141037;0.152919364;0.144486405;0.15375839;-1;0.202993663;0.215949946;0.209514679;0.217772655;-1;1315.007983;4602.527941;3193.590816;2512.604539;-1;19.70489444;35.01246171;27.9981431;25.26943979;-1;10.89588167;21.92025055;17.22336758;15.21889798;-1;0.558558658;0.622608899;0.601886896;0.59178722;-1;0.685122515;0.710977962;0.700723032;0.705927169;-1;0.140576221;0.152368193;0.148150994;0.154045541;-1;0.203718455;0.214627789;0.210487143;0.222643523;-1;140;4600;4600;2000;-1;17;35;17;25;-1;11;21;19;13;-1
N444-16-B1 HE - 2016-07-21 12.22.32;20480;16640;160;0;0;0.005109086;0;0.006918802;0.575553871;0.412418242;283.4477089;0;0;1.448158628;0;1.961118441;163.1394259;116.8990059;1407.422139;2246.520853;2229.737612;-1;1212.938316;25.31141617;27.82164232;27.78974299;-1;29.91132961;11.67994776;12.91833575;12.93589841;-1;16.30366063;0.463390958;0.464106271;0.465228885;-1;0.544467076;0.640781581;0.625673869;0.626161853;-1;0.654875886;0.161375773;0.164311123;0.164268887;-1;0.160469208;0.25392159;0.264248911;0.263984729;-1;0.246957557;1455.901696;2254.2994;2254.2994;-1;1174.114271;25.75435886;27.909632;27.885312;-1;29.1318336;11.86792651;12.57580434;12.57783272;-1;15.769404;0.456192916;0.458053764;0.458893329;-1;0.52844858;0.644130393;0.627790925;0.628122385;-1;0.652190506;0.168777426;0.163822449;0.163774648;-1;0.157141909;0.242914744;0.261171548;0.2609636;-1;0.241856264;1200;2300;2300;-1;1200;27;28;28;-1;26;12;12;12;-1;15
N465-05C HE - 2016-01-08 20.06.16;21504;22592;160;0.042349702;0;0.19838945;0;0.057577074;0.208425209;0.494328951;404.0765127;17.1125198;0;80.16451725;0;23.26554317;84.2197317;199.7467184;2508.292621;5048.05503;3489.853104;-1;1878.991616;24.54402845;44.225444;33.25805144;-1;28.47650682;15.28884982;28.58729608;20.91781785;-1;14.47031596;0.594871103;0.638873539;0.603765582;-1;0.502206565;0.692123104;0.701791195;0.690797485;-1;0.649838526;0.14376345;0.154309078;0.150543773;-1;0.161040363;0.208977638;0.221020534;0.219470325;-1;0.249846728;2160.370258;5400.925645;3052.697104;-1;1784.653692;22.65279247;44.55261424;30.63175766;-1;28.56620769;13.19230811;28.44662258;18.19260047;-1;13.66700753;0.589205484;0.636581765;0.606134789;-1;0.487900398;0.695905775;0.708849305;0.698193318;-1;0.649781261;0.143266404;0.153539534;0.150570778;-1;0.160377651;0.205285648;0.217484068;0.215210568;-1;0.247678119;1500;6200;1500;-1;1500;19;47;29;-1;29;12;30;12;-1;12
